iter	Passed	Remaining
595	72494	292408
596	72617	292296
597	72731	292142
598	72840	291971
599	72968	291873
600	73078	291704
601	73186	291529
602	73306	291402
603	73409	291208
604	73531	291088
605	73653	290967
606	73750	290749
607	73855	290561
608	73962	290383
609	74095	290306
610	74234	290255
611	74384	290243
612	74506	290126
613	74627	290001
614	74764	289940
615	74869	289754
616	74990	289629
617	75082	289396
618	75212	289308
619	75319	289129
620	75437	288994
621	75557	288866
622	75660	288677
623	75755	288453
624	75877	288334
625	75975	288125
626	76070	287903
627	76177	287727
628	76328	287717
629	76467	287661
630	76580	287509
631	76681	287312
632	76801	287184
633	76910	287020
634	77017	286843
635	77108	286609
636	77236	286514
637	77356	286387
638	77464	286219
639	77576	286064
640	77696	285938
641	77787	285705
642	77892	285525
643	77994	285334
644	78132	285276
645	78257	285166
646	78373	285025
647	78466	284804
648	78577	284644
649	78721	284609
650	78836	284466
651	78951	284321
652	79068	284187
653	79165	283978
654	79281	283841
655	79362	283576
656	79478	283436
657	79597	283309
658	79716	283181
659	79814	282979
660	79915	282785
661	80054	282731
662	80155	282538
663	80247	282315
664	80328	282055
665	80430	281869
666	80557	281770
667	80676	281641
668	80765	281411
669	80883	281281
670	81015	281200
671	81125	281042
672	81232	280873
673	81358	280769
674	81450	280553
675	81566	280416
676	81657	280191
677	81779	280075
678	81906	279977
679	82012	279806
680	82143	279722
681	82248	279547
682	82346	279350
683	82496	279329
684	82607	279177
685	82721	279034
686	82839	278904
687	82948	278744
688	83057	278585
689	83161	278410
690	83287	278306
691	83400	278162
692	83540	278105
693	83639	277915
694	83747	277753
695	83872	277645
696	83977	277476
697	84075	277281
698	84195	277160
699	84319	277049
700	84461	277001
701	84557	276798
702	84670	276653
703	84790	276532
704	84922	276450
705	85058	276379
706	85186	276285
707	85287	276098
708	85409	275985
709	85512	275807
710	85639	275709
711	85770	275620
712	85875	275451
713	85977	275273
714	86088	275120
715	86200	274975
716	86304	274800
717	86414	274649
718	86533	274523
719	86621	274301
720	86744	274188
721	86866	274074
722	86997	273989
723	87105	273828
724	87220	273691
725	87311	273480
726	87442	273392
727	87537	273193
728	87652	273057
729	87785	272976
730	87891	272813
731	87997	272647
732	88118	272529
733	88247	272438
734	88358	272289
735	88465	272129
736	88573	271968
737	88701	271875
738	88828	271774
739	88919	271564
740	89047	271467
741	89157	271316
742	89264	271157
743	89399	271081
744	89508	270929
745	89607	270745
746	89734	270643
747	89876	270591
748	90019	270538
749	90124	270372
750	90233	270219
751	90356	270109
752	90484	270011
753	90602	269883
754	90690	269667
755	90789	269486
756	90873	269259
757	90983	269109
758	91094	268963
759	91198	268795
760	91295	268608
761	91428	268527
762	91532	268359
763	91652	268238
764	91743	268034
765	91878	267958
766	91996	267834
767	92097	267659
768	92230	267576
769	92326	267387
770	92453	267288
771	92555	267115
772	92658	266948
773	92761	266778
774	92859	266595
775	92978	266474
776	93091	266335
777	93171	266102
778	93279	265947
779	93408	265854
780	93537	265760
781	93659	265648
782	93774	265514
783	93874	265338
784	93972	265158
785	94106	265079
786	94226	264960
787	94337	264815
788	94427	264611
789	94539	264471
790	94677	264403
791	94786	264253
792	94923	264180
793	95050	264082
794	95139	263876
795	95221	263652
796	95330	263505
797	95443	263366
798	95572	263271
799	95676	263110
800	95800	263003
801	95909	262853
802	96004	262666
803	96104	262493
804	96216	262354
805	96335	262234
806	96469	262152
807	96598	262060
808	96717	261939
809	96807	261737
810	96904	261558
811	97011	261404
812	97127	261277
813	97223	261093
814	97341	260970
815	97456	260840
816	97553	260660
817	97642	260459
818	97755	260324
819	97874	260203
820	97984	260059
821	98102	259937
822	98198	259753
823	98303	259598
824	98424	259482
825	98518	259298
826	98635	259171
827	98740	259015
828	98876	258940
829	98986	258795
830	99091	258640
831	99243	258604
832	99375	258520
833	99489	258386
834	99596	258235
835	99684	258034
836	99796	257896
837	99895	257725
838	99984	257529
839	100082	257354
840	100202	257236
841	100302	257068
842	100392	256877
843	100480	256678
844	100590	256536
845	100703	256401
846	100813	256259
847	100937	256152
848	101073	256076
849	101183	255935
850	101281	255763
851	101375	255580
852	101476	255415
853	101589	255282
854	101694	255127
855	101810	255003
856	101932	254891
857	102042	254748
858	102138	254572
859	102247	254430
860	102333	254229
861	102440	254081
862	102558	253959
863	102673	253830
864	102790	253708
865	102891	253546
866	103024	253460
867	103179	253431
868	103297	253311
869	103427	253218
870	103523	253044
871	103642	252926
872	103731	252734
873	103853	252622
874	103963	252483
875	104060	252309
876	104183	252202
877	104306	252092
878	104406	251930
879	104526	251813
880	104634	251669
881	104759	251564
882	104869	251424
883	104975	251275
884	105062	251081
885	105157	250905
886	105254	250734
887	105383	250641
888	105509	250539
889	105648	250469
890	105804	250440
891	105927	250330
892	106021	250154
893	106135	250024
894	106264	249928
895	106376	249794
896	106488	249659
897	106602	249529
898	106691	249341
899	106783	249160
900	106884	249002
901	106996	248866
902	107099	248713
903	107198	248548
904	107315	248426
905	107433	248306
906	107532	248142
907	107642	248003
908	107746	247851
909	107878	247764
910	107976	247599
911	108115	247527
912	108225	247389
913	108361	247310
914	108457	247140
915	108575	247020
916	108679	246869
917	108782	246715
918	108868	246523
919	108992	246418
920	109085	246242
921	109182	246075
922	109268	245884
923	109385	245762
924	109512	245663
925	109601	245478
926	109712	245344
927	109847	245262
928	109936	245078
929	110032	244911
930	110160	244814
931	110290	244721
932	110395	244574
933	110484	244391
934	110591	244246
935	110694	244095
936	110796	243941
937	110890	243770
938	111008	243651
939	111132	243544
940	111244	243414
941	111363	243296
942	111457	243125
943	111546	242945
944	111669	242837
945	111772	242686
946	111870	242523
947	112001	242433
948	112108	242291
949	112221	242161
950	112329	242022
951	112431	241870
952	112528	241706
953	112624	241540
954	112751	241441
955	112865	241314
956	112957	241141
957	113054	240977
958	113191	240900
959	113289	240739
960	113399	240604
961	113507	240466
962	113610	240315
963	113701	240140
964	113827	240041
965	113956	239944
966	114057	239792
967	114177	239678
968	114289	239547
969	114401	239417
970	114496	239251
971	114599	239101
972	114696	238941
973	114811	238816
974	114941	238725
975	115029	238545
976	115143	238417
977	115238	238253
978	115373	238170
979	115479	238028
980	115581	237878
981	115663	237687
982	115768	237543
983	115906	237467
984	116000	237300
985	116109	237165
986	116236	237064
987	116336	236912
988	116452	236791
989	116547	236627
990	116642	236463
991	116786	236397
992	116904	236281
993	117013	236146
994	117148	236063
995	117258	235930
996	117355	235770
997	117468	235643
998	117558	235469
999	117677	235355
1000	117779	235205
1001	117868	235030
1002	117966	234874
1003	118078	234745
1004	118218	234673
1005	118335	234554
1006	118452	234434
1007	118546	234270
1008	118658	234142
1009	118781	234035
1010	118880	233879
1011	118984	233735
1012	119075	233567
1013	119205	233473
1014	119328	233366
1015	119439	233236
1016	119541	233087
1017	119655	232964
1018	119744	232791
1019	119870	232690
1020	119962	232523
1021	120057	232361
1022	120183	232260
1023	120280	232103
1024	120416	232021
1025	120532	231900
1026	120629	231743
1027	120730	231595
1028	120848	231479
1029	120970	231371
1030	121086	231250
1031	121207	231138
1032	121340	231051
1033	121454	230927
1034	121551	230771
1035	121667	230651
1036	121768	230502
1037	121922	230453
1038	122029	230316
1039	122163	230231
1040	122315	230179
1041	122426	230048
1042	122551	229945
1043	122653	229799
1044	122773	229686
1045	122887	229562
1046	123009	229452
1047	123111	229306
1048	123219	229170
1049	123329	229039
1050	123423	228880
1051	123519	228723
1052	123633	228598
1053	123757	228492
1054	123843	228317
1055	123957	228194
1056	124046	228025
1057	124152	227885
1058	124252	227737
1059	124381	227642
1060	124491	227511
1061	124595	227369
1062	124708	227244
1063	124801	227083
1064	124924	226975
1065	125046	226865
1066	125154	226731
1067	125266	226604
1068	125361	226449
1069	125477	226328
1070	125610	226239
1071	125723	226114
1072	125821	225963
1073	125941	225851
1074	126049	225716
1075	126185	225632
1076	126291	225494
1077	126387	225340
1078	126489	225196
1079	126593	225055
1080	126694	224908
1081	126848	224856
1082	127002	224805
1083	127172	224781
1084	127310	224700
1085	127464	224646
1086	127636	224626
1087	127763	224525
1088	127913	224465
1089	128043	224369
1090	128153	224239
1091	128260	224102
1092	128367	223968
1093	128510	223894
1094	128638	223796
1095	128746	223662
1096	128852	223524
1097	128960	223390
1098	129062	223246
1099	129175	223121
1100	129264	222955
1101	129371	222818
1102	129493	222710
1103	129595	222567
1104	129697	222422
1105	129789	222261
1106	129932	222188
1107	130070	222105
1108	130191	221995
1109	130294	221852
1110	130411	221734
1111	130505	221577
1112	130596	221416
1113	130732	221330
1114	130826	221173
1115	130970	221100
1116	131051	220921
1117	131140	220757
1118	131257	220639
1119	131342	220468
1120	131445	220325
1121	131568	220218
1122	131683	220098
1123	131828	220027
1124	131924	219873
1125	132045	219762
1126	132168	219655
1127	132274	219518
1128	132378	219380
1129	132473	219226
1130	132606	219134
1131	132730	219028
1132	132825	218875
1133	132906	218697
1134	133035	218600
1135	133154	218486
1136	133272	218369
1137	133379	218236
1138	133515	218149
1139	133617	218006
1140	133714	217857
1141	133805	217698
1142	133938	217605
1143	134051	217481
1144	134149	217333
1145	134260	217207
1146	134367	217073
1147	134475	216941
1148	134590	216820
1149	134676	216653
1150	134777	216510
1151	134872	216357
1152	134977	216221
1153	135089	216095
1154	135199	215967
1155	135315	215848
1156	135447	215756
1157	135543	215606
1158	135668	215501
1159	135787	215387
1160	135893	215252
1161	135987	215099
1162	136107	214987
1163	136238	214891
1164	136344	214757
1165	136434	214596
1166	136536	214456
1167	136615	214280
1168	136707	214123
1169	136843	214037
1170	136947	213900
1171	137074	213798
1172	137173	213653
1173	137292	213539
1174	137394	213400
1175	137507	213276
1176	137629	213168
1177	137770	213088
1178	137885	212967
1179	138029	212892
1180	138125	212743
1181	138261	212656
1182	138371	212528
1183	138488	212410
1184	138593	212276
1185	138714	212165
1186	138816	212025
1187	138936	211913
1188	139017	211741
1189	139102	211576
1190	139192	211418
1191	139286	211266
1192	139416	211169
1193	139500	211003
1194	139628	210904
1195	139724	210755
1196	139824	210613
1197	139931	210481
1198	140044	210359
1199	140144	210216
1200	140257	210094
1201	140372	209975
1202	140501	209875
1203	140600	209733
1204	140721	209622
1205	140824	209485
1206	140969	209409
1207	141058	209252
1208	141199	209170
1209	141287	209011
1210	141387	208871
1211	141503	208752
1212	141615	208629
1213	141711	208481
1214	141827	208363
1215	141951	208258
1216	142067	208139
1217	142165	207995
1218	142273	207866
1219	142388	207747
1220	142521	207653
1221	142640	207540
1222	142740	207399
1223	142838	207256
1224	142929	207102
1225	143044	206983
1226	143137	206832
1227	143257	206720
1228	143357	206579
1229	143447	206424
1230	143560	206302
1231	143669	206175
1232	143772	206038
1233	143874	205902
1234	143974	205761
1235	144090	205643
1236	144196	205512
1237	144337	205429
1238	144422	205268
1239	144546	205163
1240	144660	205043
1241	144745	204881
1242	144857	204757
1243	144970	204636
1244	145078	204508
1245	145178	204368
1246	145317	204283
1247	145435	204169
1248	145528	204019
1249	145632	203885
1250	145744	203763
1251	145862	203647
1252	145979	203532
1253	146087	203404
1254	146178	203251
1255	146285	203122
1256	146373	202966
1257	146472	202825
1258	146597	202721
1259	146714	202606
1260	146809	202459
1261	146919	202334
1262	147037	202220
1263	147154	202104
1264	147240	201946
1265	147356	201829
1266	147475	201716
1267	147586	201593
1268	147696	201467
1269	147811	201349
1270	147930	201236
1271	148029	201096
1272	148136	200966
1273	148246	200842
1274	148352	200712
1275	148471	200598
1276	148563	200450
1277	148685	200341
1278	148802	200225
1279	148926	200119
1280	149026	199981
1281	149152	199878
1282	149243	199727
1283	149350	199599
1284	149457	199469
1285	149555	199330
1286	149667	199208
1287	149773	199078
1288	149882	198952
1289	149982	198814
1290	150087	198682
1291	150181	198537
1292	150288	198408
1293	150395	198280
1294	150491	198137
1295	150598	198009
1296	150698	197872
1297	150804	197742
1298	150894	197591
1299	151031	197502
1300	151131	197365
1301	151238	197237
1302	151347	197111
1303	151447	196974
1304	151564	196859
1305	151692	196759
1306	151806	196640
1307	151927	196529
1308	152039	196408
1309	152172	196313
1310	152275	196181
1311	152368	196034
1312	152486	195920
1313	152592	195792
1314	152699	195664
1315	152804	195533
1316	152908	195402
1317	152996	195250
1318	153111	195132
1319	153212	194997
1320	153339	194895
1321	153466	194792
1322	153570	194661
1323	153706	194571
1324	153857	194499
1325	153962	194368
1326	154088	194264
1327	154196	194139
1328	154302	194010
1329	154411	193885
1330	154527	193768
1331	154631	193637
1332	154752	193527
1333	154841	193378
1334	154952	193254
1335	155067	193137
1336	155221	193068
1337	155338	192954
1338	155448	192831
1339	155574	192726
1340	155672	192588
1341	155798	192484
1342	155884	192330
1343	156003	192218
1344	156117	192099
1345	156234	191985
1346	156353	191872
1347	156472	191759
1348	156565	191615
1349	156673	191490
1350	156803	191390
1351	156929	191286
1352	157018	191137
1353	157116	191000
1354	157229	190880
1355	157340	190757
1356	157455	190640
1357	157555	190505
1358	157657	190372
1359	157768	190250
1360	157878	190127
1361	158002	190020
1362	158092	189873
1363	158190	189735
1364	158286	189596
1365	158387	189461
1366	158500	189342
1367	158594	189200
1368	158707	189080
1369	158827	188970
1370	158924	188831
1371	159041	188716
1372	159128	188567
1373	159247	188453
1374	159330	188299
1375	159416	188148
1376	159541	188043
1377	159647	187915
1378	159737	187769
1379	159822	187618
1380	159926	187488
1381	160047	187378
1382	160161	187260
1383	160270	187136
1384	160372	187005
1385	160459	186855
1386	160557	186718
1387	160672	186602
1388	160789	186488
1389	160907	186374
1390	161018	186253
1391	161119	186120
1392	161194	185958
1393	161305	185837
1394	161407	185705
1395	161504	185568
1396	161615	185447
1397	161735	185335
1398	161846	185215
1399	161974	185114
1400	162061	184964
1401	162160	184830
1402	162264	184701
1403	162352	184554
1404	162483	184456
1405	162573	184311
1406	162658	184161
1407	162762	184033
1408	162853	183889
1409	162981	183787
1410	163088	183662
1411	163200	183543
1412	163309	183420
1413	163433	183313
1414	163535	183183
1415	163624	183037
1416	163727	182907
1417	163866	182818
1418	163995	182718
1419	164102	182593
1420	164193	182449
1421	164309	182334
1422	164414	182207
1423	164513	182074
1424	164598	181924
1425	164722	181818
1426	164831	181696
1427	164923	181554
1428	165014	181411
1429	165110	181275
1430	165228	181162
1431	165354	181058
1432	165442	180913
1433	165585	180828
1434	165688	180698
1435	165829	180611
1436	165921	180469
1437	166027	180343
1438	166126	180211
1439	166245	180098
1440	166352	179974
1441	166470	179862
1442	166580	179740
1443	166696	179626
1444	166791	179488
1445	166907	179373
1446	167051	179288
1447	167192	179201
1448	167313	179091
1449	167429	178976
1450	167561	178878
1451	167686	178773
1452	167797	178653
1453	167909	178533
1454	168014	178407
1455	168117	178278
1456	168241	178171
1457	168344	178043
1458	168435	177902
1459	168519	177753
1460	168632	177635
1461	168732	177504
1462	168831	177370
1463	168949	177257
1464	169047	177124
1465	169168	177015
1466	169260	176875
1467	169362	176746
1468	169458	176610
1469	169593	176515
1470	169726	176418
1471	169855	176317
1472	169967	176198
1473	170093	176094
1474	170228	175999
1475	170335	175874
1476	170455	175764
1477	170577	175655
1478	170682	175529
1479	170797	175414
1480	170916	175302
1481	171023	175177
1482	171118	175041
1483	171233	174925
1484	171347	174809
1485	171445	174675
1486	171552	174551
1487	171687	174456
1488	171786	174324
1489	171887	174194
1490	171994	174071
1491	172103	173949
1492	172200	173815
1493	172286	173670
1494	172399	173552
1495	172505	173428
1496	172618	173310
1497	172729	173190
1498	172831	173061
1499	172929	172929
1500	173046	172816
1501	173123	172662
1502	173217	172525
1503	173315	172393
1504	173421	172269
1505	173519	172137
1506	173627	172014
1507	173711	171868
1508	173823	171749
1509	173925	171621
1510	174033	171499
1511	174140	171376
1512	174279	171284
1513	174394	171169
1514	174503	171048
1515	174615	170929
1516	174726	170810
1517	174811	170666
1518	174931	170554
1519	175062	170455
1520	175181	170343
1521	175307	170239
1522	175420	170122
1523	175512	169984
1524	175606	169848
1525	175703	169716
1526	175819	169601
1527	175922	169474
1528	176036	169358
1529	176140	169233
1530	176256	169118
1531	176354	168987
1532	176463	168866
1533	176551	168725
1534	176661	168605
1535	176775	168489
1536	176907	168390
1537	177020	168273
1538	177114	168138
1539	177235	168027
1540	177346	167909
1541	177472	167804
1542	177569	167672
1543	177703	167575
1544	177806	167449
1545	177910	167323
1546	177997	167181
1547	178084	167040
1548	178191	166917
1549	178279	166777
1550	178391	166660
1551	178482	166522
1552	178591	166401
1553	178689	166271
1554	178803	166155
1555	178938	166058
1556	179041	165932
1557	179134	165796
1558	179220	165655
1559	179308	165515
1560	179423	165400
1561	179528	165276
1562	179646	165164
1563	179742	165031
1564	179830	164892
1565	179939	164771
1566	180058	164660
1567	180160	164533
1568	180258	164403
1569	180358	164275
1570	180471	164158
1571	180604	164060
1572	180752	163975
1573	180847	163842
1574	180943	163711
1575	181065	163602
1576	181161	163470
1577	181254	163335
1578	181380	163230
1579	181472	163095
1580	181581	162975
1581	181696	162860
1582	181805	162740
1583	181905	162612
1584	182015	162492
1585	182131	162379
1586	182220	162241
1587	182333	162125
1588	182441	162004
1589	182551	161885
1590	182683	161785
1591	182788	161662
1592	182910	161554
1593	183007	161422
1594	183115	161302
1595	183235	161192
1596	183362	161087
1597	183459	160957
1598	183570	160839
1599	183659	160701
1600	183771	160585
1601	183874	160459
1602	184000	160355
1603	184124	160247
1604	184240	160134
1605	184340	160006
1606	184438	159877
1607	184551	159760
1608	184665	159645
1609	184780	159530
1610	184877	159400
1611	184993	159286
1612	185113	159176
1613	185209	159046
1614	185318	158926
1615	185428	158807
1616	185543	158693
1617	185669	158587
1618	185781	158470
1619	185899	158358
1620	185994	158227
1621	186112	158115
1622	186259	158028
1623	186383	157921
1624	186495	157803
1625	186587	157669
1626	186696	157550
1627	186820	157443
1628	186948	157339
1629	187074	157234
1630	187187	157118
1631	187299	157001
1632	187394	156869
1633	187483	156733
1634	187607	156626
1635	187730	156518
1636	187842	156401
1637	187941	156273
1638	188042	156147
1639	188168	156041
1640	188266	155913
1641	188389	155805
1642	188479	155670
1643	188608	155567
1644	188738	155465
1645	188820	155323
1646	188918	155195
1647	189028	155076
1648	189118	154941
1649	189245	154836
1650	189357	154720
1651	189459	154594
1652	189573	154480
1653	189673	154353
1654	189779	154231
1655	189891	154114
1656	189990	153987
1657	190076	153849
1658	190198	153740
1659	190315	153628
1660	190421	153506
1661	190519	153378
1662	190605	153240
1663	190702	153112
