iter	Passed	Remaining
1664	190813	152994
1665	190914	152868
1666	191014	152742
1667	191108	152612
1668	191204	152482
1669	191304	152356
1670	191415	152238
1671	191518	152115
1672	191605	151978
1673	191710	151856
1674	191811	151731
1675	191899	151596
1676	191994	151466
1677	192113	151355
1678	192243	151252
1679	192339	151124
1680	192437	150996
1681	192526	150861
1682	192658	150760
1683	192777	150650
1684	192882	150528
1685	192992	150410
1686	193098	150289
1687	193198	150164
1688	193307	150044
1689	193403	149916
1690	193488	149778
1691	193599	149661
1692	193706	149541
1693	193808	149417
1694	193894	149281
1695	194017	149174
1696	194118	149049
1697	194217	148923
1698	194320	148799
1699	194407	148664
1700	194506	148538
1701	194630	148431
1702	194735	148310
1703	194824	148176
1704	194910	148040
1705	195013	147917
1706	195111	147791
1707	195224	147675
1708	195330	147555
1709	195432	147431
1710	195551	147321
1711	195681	147218
1712	195785	147096
1713	195902	146984
1714	196011	146865
1715	196140	146762
1716	196269	146658
1717	196379	146541
1718	196512	146441
1719	196602	146308
1720	196711	146190
1721	196813	146067
1722	196918	145946
1723	197033	145832
1724	197153	145722
1725	197258	145600
1726	197349	145469
1727	197454	145348
1728	197552	145222
1729	197688	145123
1730	197776	144990
1731	197878	144866
1732	197976	144740
1733	198070	144612
1734	198192	144503
1735	198275	144366
1736	198380	144245
1737	198473	144115
1738	198575	143993
1739	198690	143879
1740	198792	143756
1741	198875	143619
1742	199008	143519
1743	199111	143396
1744	199218	143277
1745	199316	143151
1746	199402	143017
1747	199505	142895
1748	199619	142781
1749	199743	142673
1750	199864	142564
1751	200000	142466
1752	200092	142336
1753	200227	142236
1754	200325	142111
1755	200410	141976
1756	200531	141867
1757	200642	141750
1758	200746	141629
1759	200837	141498
1760	200944	141379
1761	201058	141266
1762	201159	141142
1763	201282	141034
1764	201382	140910
1765	201466	140775
1766	201600	140675
1767	201773	140602
1768	201884	140486
1769	202025	140390
1770	202135	140273
1771	202257	140164
1772	202359	140042
1773	202492	139940
1774	202614	139832
1775	202710	139706
1776	202802	139576
1777	202925	139468
1778	203039	139353
1779	203138	139229
1780	203251	139115
1781	203355	138993
1782	203491	138894
1783	203603	138779
1784	203701	138653
1785	203799	138528
1786	203916	138417
1787	204044	138311
1788	204161	138199
1789	204278	138087
1790	204388	137971
1791	204518	137867
1792	204628	137750
1793	204736	137632
1794	204840	137511
1795	204953	137396
1796	205061	137278
1797	205170	137160
1798	205267	137035
1799	205358	136905
1800	205491	136804
1801	205582	136674
1802	205702	136564
1803	205786	136430
1804	205911	136323
1805	206005	136196
1806	206119	136081
1807	206238	135971
1808	206336	135846
1809	206453	135734
1810	206556	135613
1811	206651	135486
1812	206755	135366
1813	206854	135242
1814	206976	135133
1815	207075	135009
1816	207160	134876
1817	207259	134752
1818	207343	134619
1819	207434	134490
1820	207576	134394
1821	207702	134288
1822	207814	134172
1823	207924	134056
1824	208044	133946
1825	208188	133851
1826	208276	133720
1827	208354	133583
1828	208465	133468
1829	208581	133355
1830	208703	133246
1831	208792	133116
1832	208921	133012
1833	209017	132886
1834	209143	132780
1835	209267	132672
1836	209373	132554
1837	209461	132423
1838	209560	132299
1839	209665	132180
1840	209787	132071
1841	209886	131948
1842	209982	131823
1843	210104	131713
1844	210217	131599
1845	210324	131481
1846	210427	131360
1847	210533	131241
1848	210649	131129
1849	210760	131013
1850	210864	130893
1851	210954	130764
1852	211101	130671
1853	211205	130551
1854	211320	130437
1855	211417	130313
1856	211527	130197
1857	211654	130090
1858	211766	129976
1859	211866	129853
1860	211948	129720
1861	212036	129590
1862	212146	129474
1863	212260	129360
1864	212357	129236
1865	212463	129117
1866	212562	128994
1867	212663	128873
1868	212783	128763
1869	212877	128637
1870	212972	128511
1871	213093	128402
1872	213202	128285
1873	213308	128167
1874	213451	128070
1875	213538	127940
1876	213667	127836
1877	213772	127717
1878	213884	127602
1879	213994	127485
1880	214083	127357
1881	214185	127236
1882	214300	127123
1883	214407	127005
1884	214511	126886
1885	214611	126764
1886	214709	126641
1887	214826	126528
1888	214926	126407
1889	215021	126282
1890	215129	126165
1891	215236	126047
1892	215333	125924
1893	215454	125814
1894	215586	125711
1895	215701	125598
1896	215804	125478
1897	215903	125356
1898	216000	125232
1899	216124	125124
1900	216222	125001
1901	216305	124870
1902	216426	124760
1903	216548	124651
1904	216655	124534
1905	216743	124405
1906	216843	124284
1907	216948	124165
1908	217031	124034
1909	217122	123907
1910	217221	123785
1911	217322	123664
1912	217422	123542
1913	217545	123435
1914	217659	123321
1915	217778	123210
1916	217900	123102
1917	218005	122983
1918	218137	122880
1919	218235	122757
1920	218360	122650
1921	218453	122524
1922	218553	122403
1923	218647	122279
1924	218746	122157
1925	218848	122036
1926	218978	121932
1927	219104	121825
1928	219211	121708
1929	219304	121583
1930	219412	121466
1931	219519	121349
1932	219626	121231
1933	219715	121104
1934	219827	120990
1935	219930	120870
1936	220039	120754
1937	220134	120630
1938	220273	120531
1939	220390	120419
1940	220511	120310
1941	220615	120191
1942	220749	120088
1943	220876	119982
1944	220999	119873
1945	221132	119770
1946	221226	119646
1947	221321	119522
1948	221424	119403
1949	221546	119294
1950	221653	119176
1951	221754	119056
1952	221861	118939
1953	221965	118820
1954	222091	118713
1955	222210	118603
1956	222314	118484
1957	222404	118358
1958	222499	118234
1959	222598	118113
1960	222720	118004
1961	222838	117892
1962	222969	117788
1963	223068	117667
1964	223195	117560
1965	223294	117439
1966	223396	117320
1967	223536	117220
1968	223657	117110
1969	223760	116991
1970	223864	116873
1971	223986	116763
1972	224095	116647
1973	224187	116522
1974	224287	116402
1975	224397	116286
1976	224500	116167
1977	224641	116068
1978	224745	115950
1979	224851	115832
1980	224964	115718
1981	225076	115604
1982	225221	115506
1983	225334	115393
1984	225440	115275
1985	225554	115162
1986	225681	115055
1987	225802	114945
1988	225904	114826
1989	225999	114703
1990	226101	114583
1991	226230	114478
1992	226354	114369
1993	226482	114263
1994	226591	114147
1995	226704	114033
1996	226827	113924
1997	226922	113802
1998	227047	113694
1999	227126	113563
2000	227220	113440
2001	227323	113321
2002	227430	113204
2003	227535	113086
2004	227655	112976
2005	227738	112847
2006	227843	112729
2007	227942	112609
2008	228044	112489
2009	228174	112384
2010	228261	112257
2011	228354	112134
2012	228449	112011
2013	228550	111892
2014	228679	111786
2015	228807	111679
2016	228908	111560
2017	229027	111449
2018	229126	111329
2019	229239	111215
2020	229337	111094
2021	229445	110978
2022	229543	110857
2023	229674	110752
2024	229780	110634
2025	229893	110521
2026	230006	110407
2027	230112	110290
2028	230207	110168
2029	230313	110051
2030	230448	109947
2031	230562	109834
2032	230663	109715
2033	230754	109591
2034	230844	109466
2035	230934	109342
2036	231058	109233
2037	231167	109118
2038	231269	108999
2039	231379	108884
2040	231488	108769
2041	231592	108651
2042	231694	108532
2043	231802	108416
2044	231900	108295
2045	232004	108178
2046	232132	108071
2047	232242	107956
2048	232369	107849
2049	232470	107730
2050	232579	107614
2051	232701	107505
2052	232802	107386
2053	232902	107266
2054	233001	107146
2055	233108	107030
2056	233215	106914
2057	233311	106792
2058	233417	106675
2059	233511	106553
2060	233628	106442
2061	233769	106341
2062	233888	106230
2063	234010	106121
2064	234131	106011
2065	234251	105900
2066	234376	105792
2067	234495	105681
2068	234611	105569
2069	234729	105458
2070	234821	105334
2071	234920	105215
2072	235039	105104
2073	235142	104986
2074	235246	104868
2075	235350	104751
2076	235446	104630
2077	235536	104506
2078	235646	104391
2079	235782	104288
2080	235874	104165
2081	235985	104051
2082	236112	103944
2083	236217	103827
2084	236309	103704
2085	236423	103591
2086	236538	103478
2087	236651	103364
2088	236755	103247
2089	236850	103126
2090	236957	103010
2091	237072	102897
2092	237173	102779
2093	237292	102668
2094	237415	102558
2095	237523	102443
2096	237608	102317
2097	237733	102209
2098	237861	102102
2099	237996	101998
2100	238129	101893
2101	238224	101772
2102	238300	101643
2103	238412	101529
2104	238498	101404
2105	238612	101291
2106	238725	101177
2107	238858	101073
2108	238987	100966
2109	239077	100843
2110	239187	100728
2111	239299	100614
2112	239415	100502
2113	239500	100377
2114	239599	100257
2115	239688	100134
2116	239769	100007
2117	239860	99885
2118	239966	99768
2119	240081	99656
2120	240181	99537
2121	240284	99420
2122	240385	99301
2123	240498	99188
2124	240576	99060
2125	240697	98950
2126	240796	98832
2127	240938	98730
2128	241054	98618
2129	241168	98505
2130	241264	98385
2131	241349	98260
2132	241451	98142
2133	241553	98024
2134	241680	97917
2135	241765	97792
2136	241900	97688
2137	242002	97570
2138	242096	97449
2139	242202	97333
2140	242293	97211
2141	242382	97088
2142	242483	96970
2143	242578	96850
2144	242674	96730
2145	242794	96619
2146	242907	96506
2147	243014	96391
2148	243118	96274
2149	243262	96173
2150	243378	96061
2151	243472	95940
2152	243575	95823
2153	243691	95711
2154	243788	95592
2155	243887	95473
2156	243990	95356
2157	244124	95251
2158	244207	95126
2159	244339	95020
2160	244452	94907
2161	244542	94785
2162	244640	94666
2163	244748	94551
2164	244872	94442
2165	244966	94322
2166	245059	94201
2167	245175	94089
2168	245279	93972
2169	245411	93866
2170	245519	93751
2171	245614	93632
2172	245744	93525
2173	245835	93403
2174	245964	93296
2175	246084	93186
2176	246178	93066
2177	246290	92952
2178	246379	92830
2179	246497	92719
2180	246596	92600
2181	246683	92478
2182	246799	92366
2183	246894	92246
2184	247008	92133
2185	247101	92013
2186	247201	91895
2187	247301	91777
2188	247410	91662
2189	247512	91545
2190	247626	91433
2191	247718	91312
2192	247818	91194
2193	247951	91088
2194	248038	90966
2195	248155	90854
2196	248269	90742
2197	248396	90634
2198	248522	90525
2199	248629	90410
2200	248730	90293
2201	248835	90177
2202	248928	90057
2203	249023	89937
2204	249128	89821
2205	249248	89711
2206	249384	89606
2207	249467	89482
2208	249591	89373
2209	249705	89261
2210	249828	89151
2211	249938	89037
2212	250036	88919
2213	250144	88804
2214	250259	88692
2215	250348	88570
2216	250456	88456
2217	250550	88336
2218	250667	88225
2219	250791	88115
2220	250899	88001
2221	251004	87885
2222	251123	87774
2223	251217	87655
2224	251313	87536
2225	251440	87428
2226	251552	87314
2227	251684	87208
2228	251828	87106
2229	251925	86987
2230	252015	86866
2231	252099	86744
2232	252219	86633
2233	252331	86520
2234	252457	86411
2235	252567	86297
2236	252671	86181
2237	252825	86082
2238	252952	85974
2239	253055	85858
2240	253159	85742
2241	253270	85628
2242	253367	85510
2243	253468	85393
2244	253579	85279
2245	253683	85163
2246	253785	85047
2247	253915	84939
2248	254023	84825
2249	254135	84711
2250	254250	84599
2251	254344	84480
2252	254450	84364
2253	254554	84249
2254	254646	84129
2255	254743	84011
2256	254852	83896
2257	254946	83777
2258	255053	83662
2259	255157	83547
2260	255283	83438
2261	255387	83322
2262	255491	83206
2263	255625	83100
2264	255707	82977
2265	255817	82864
2266	255918	82747
2267	256029	82633
2268	256141	82520
2269	256244	82404
2270	256345	82287
2271	256463	82176
2272	256574	82063
2273	256675	81946
2274	256769	81827
2275	256866	81709
2276	256984	81598
2277	257106	81488
2278	257203	81370
2279	257312	81256
2280	257417	81141
2281	257508	81021
2282	257621	80908
2283	257722	80792
2284	257828	80677
2285	257953	80568
2286	258067	80455
2287	258174	80340
2288	258273	80223
2289	258374	80107
2290	258491	79995
2291	258597	79880
2292	258695	79763
2293	258806	79650
2294	258897	79530
2295	259018	79420
2296	259129	79307
2297	259223	79188
2298	259325	79072
2299	259438	78959
2300	259542	78844
2301	259650	78729
2302	259756	78614
2303	259849	78496
2304	259964	78383
2305	260064	78267
2306	260192	78159
2307	260293	78042
2308	260404	77929
2309	260515	77816
2310	260611	77698
2311	260707	77580
2312	260809	77464
2313	260936	77356
2314	261079	77252
2315	261199	77141
2316	261291	77022
2317	261408	76911
2318	261492	76790
2319	261605	76677
2320	261718	76564
2321	261843	76455
2322	261956	76342
2323	262055	76226
2324	262157	76110
2325	262251	75992
2326	262350	75875
2327	262467	75763
2328	262578	75650
2329	262683	75535
2330	262797	75423
2331	262923	75314
2332	263062	75209
2333	263161	75092
2334	263261	74976
2335	263359	74858
2336	263449	74739
2337	263572	74629
2338	263667	74512
2339	263770	74396
2340	263894	74287
2341	264003	74173
2342	264109	74058
2343	264208	73942
2344	264334	73833
2345	264443	73719
2346	264544	73603
2347	264631	73483
2348	264743	73370
2349	264843	73254
2350	264978	73148
2351	265086	73034
2352	265222	72927
2353	265343	72817
2354	265426	72696
2355	265561	72589
2356	265685	72480
2357	265810	72370
2358	265920	72257
2359	266079	72157
2360	266190	72043
2361	266284	71926
2362	266366	71805
2363	266492	71696
2364	266621	71587
2365	266714	71469
2366	266813	71353
2367	266920	71238
2368	267007	71119
2369	267102	71002
2370	267196	70884
2371	267294	70767
2372	267388	70650
2373	267494	70535
2374	267605	70422
2375	267700	70305
2376	267796	70188
2377	267887	70069
2378	268014	69960
2379	268138	69851
2380	268261	69741
2381	268386	69631
2382	268470	69511
2383	268578	69397
2384	268680	69282
2385	268789	69168
2386	268910	69058
2387	269009	68942
2388	269133	68832
2389	269233	68716
2390	269347	68604
2391	269457	68490
2392	269558	68375
2393	269656	68259
2394	269779	68148
2395	269877	68032
2396	269970	67914
2397	270086	67803
2398	270228	67697
2399	270313	67578
2400	270423	67465
2401	270534	67351
2402	270635	67236
2403	270742	67122
2404	270850	67008
2405	270962	66895
2406	271066	66781
2407	271186	66670
2408	271281	66553
2409	271397	66441
2410	271510	66329
2411	271623	66216
2412	271727	66101
2413	271808	65981
2414	271949	65876
2415	272060	65762
2416	272171	65650
2417	272274	65535
2418	272385	65422
2419	272513	65313
2420	272621	65199
2421	272740	65088
2422	272840	64972
2423	272953	64860
2424	273067	64747
2425	273157	64629
2426	273279	64519
2427	273389	64406
2428	273500	64293
2429	273604	64178
2430	273718	64066
2431	273829	63953
2432	273927	63837
2433	274028	63722
2434	274128	63606
2435	274236	63493
2436	274344	63379
2437	274465	63268
2438	274568	63154
2439	274664	63037
2440	274760	62921
2441	274874	62809
2442	274994	62698
2443	275099	62584
2444	275209	62470
2445	275326	62359
2446	275418	62242
2447	275528	62129
2448	275622	62012
2449	275738	61900
2450	275822	61781
2451	275923	61666
2452	276023	61551
2453	276135	61438
2454	276232	61322
2455	276328	61206
2456	276414	61087
2457	276546	60979
2458	276683	60872
2459	276809	60763
2460	276916	60649
2461	277039	60539
2462	277131	60421
2463	277218	60304
2464	277324	60190
2465	277455	60081
2466	277561	59967
2467	277664	59853
2468	277773	59739
2469	277862	59622
2470	277976	59510
2471	278090	59397
2472	278210	59286
2473	278310	59171
2474	278410	59056
2475	278531	58946
2476	278641	58833
2477	278760	58721
2478	278879	58610
2479	278998	58499
2480	279114	58388
2481	279215	58272
2482	279313	58157
2483	279408	58041
2484	279498	57924
2485	279619	57813
2486	279711	57696
2487	279816	57582
2488	279911	57466
2489	280020	57353
2490	280142	57243
2491	280251	57129
2492	280356	57016
2493	280481	56905
2494	280589	56792
2495	280723	56684
2496	280856	56576
2497	280967	56463
2498	281065	56348
2499	281172	56234
2500	281281	56121
2501	281389	56007
2502	281529	55900
2503	281658	55791
2504	281816	55688
2505	281955	55581
2506	282075	55469
2507	282220	55363
2508	282320	55248
2509	282428	55135
2510	282540	55022
2511	282646	54909
2512	282733	54791
2513	282821	54674
2514	282910	54557
2515	283000	54440
2516	283102	54325
2517	283214	54213
2518	283316	54098
2519	283467	53993
2520	283594	53884
2521	283679	53766
2522	283803	53656
2523	283911	53542
2524	284010	53427
2525	284096	53310
2526	284224	53200
2527	284340	53088
2528	284458	52977
2529	284561	52863
2530	284676	52751
2531	284794	52639
2532	284898	52525
2533	284989	52409
2534	285118	52299
2535	285242	52189
2536	285342	52074
2537	285459	51963
2538	285581	51852
2539	285671	51735
2540	285802	51626
2541	285947	51519
2542	286056	51406
2543	286174	51295
2544	286275	51180
2545	286375	51066
2546	286477	50951
2547	286570	50835
2548	286690	50724
2549	286839	50618
2550	286940	50504
2551	287046	50390
2552	287169	50279
2553	287313	50173
2554	287406	50057
2555	287511	49943
2556	287611	49828
2557	287691	49710
2558	287792	49596
2559	287896	49482
2560	287982	49365
2561	288076	49249
2562	288163	49132
2563	288263	49018
2564	288393	48908
2565	288482	48792
2566	288579	48677
2567	288670	48561
2568	288810	48453
2569	288922	48341
2570	289030	48227
2571	289156	48117
2572	289308	48011
2573	289426	47900
2574	289571	47793
2575	289676	47679
2576	289785	47566
2577	289897	47454
2578	289978	47336
2579	290072	47221
2580	290179	47107
2581	290296	46996
2582	290421	46885
2583	290507	46768
2584	290613	46655
2585	290708	46540
2586	290789	46422
2587	290884	46307
2588	291002	46196
2589	291090	46080
2590	291201	45967
2591	291339	45859
2592	291439	45744
2593	291549	45631
2594	291643	45516
2595	291752	45403
2596	291846	45288
2597	291934	45172
2598	292030	45057
2599	292138	44944
2600	292249	44831
2601	292357	44718
2602	292452	44603
2603	292551	44489
2604	292692	44381
2605	292798	44268
2606	292908	44155
2607	293007	44040
2608	293130	43930
2609	293222	43814
2610	293342	43703
2611	293439	43589
2612	293527	43473
2613	293616	43357
2614	293713	43242
2615	293812	43128
2616	293902	43012
2617	293995	42897
2618	294100	42784
2619	294216	42672
2620	294353	42563
2621	294455	42450
2622	294573	42338
2623	294662	42222
2624	294776	42110
2625	294864	41995
2626	294971	41882
2627	295072	41768
2628	295184	41655
2629	295302	41544
2630	295404	41430
2631	295505	41316
2632	295626	41205
2633	295721	41091
2634	295820	40976
2635	295928	40864
2636	296042	40752
2637	296140	40637
2638	296245	40524
2639	296334	40409
2640	296435	40295
2641	296548	40183
2642	296640	40068
2643	296746	39955
2644	296833	39839
2645	296940	39726
2646	297027	39611
2647	297152	39500
2648	297256	39387
2649	297341	39271
2650	297476	39162
2651	297612	39053
2652	297772	38947
2653	297889	38835
2654	298014	38725
2655	298137	38614
2656	298262	38503
2657	298404	38395
2658	298524	38283
2659	298612	38168
2660	298725	38056
2661	298846	37945
2662	298948	37831
2663	299061	37719
2664	299159	37605
2665	299264	37492
2666	299377	37380
2667	299495	37268
2668	299609	37156
2669	299712	37043
2670	299841	36932
2671	299946	36819
2672	300049	36706
2673	300167	36594
2674	300265	36480
2675	300378	36368
2676	300486	36255
2677	300576	36140
2678	300729	36033
2679	300845	35921
2680	300943	35807
2681	301055	35695
2682	301140	35580
2683	301260	35468
2684	301340	35352
2685	301432	35238
2686	301545	35126
2687	301638	35011
2688	301762	34900
2689	301887	34789
2690	301991	34676
2691	302112	34565
2692	302224	34453
2693	302331	34340
2694	302438	34227
2695	302537	34114
2696	302637	34000
2697	302752	33888
2698	302871	33777
2699	302978	33664
2700	303107	33553
2701	303205	33440
2702	303303	33326
2703	303408	33213
2704	303506	33099
2705	303611	32986
2706	303754	32877
2707	303861	32764
2708	303966	32651
2709	304057	32537
2710	304160	32424
2711	304266	32311
2712	304397	32201
2713	304500	32088
2714	304607	31975
2715	304706	31861
2716	304817	31749
2717	304924	31636
2718	305016	31522
2719	305111	31408
2720	305236	31297
2721	305324	31183
2722	305410	31068
2723	305512	30954
2724	305623	30842
2725	305716	30728
2726	305822	30615
2727	305960	30506
2728	306064	30393
2729	306156	30279
2730	306249	30165
2731	306392	30056
2732	306500	29943
2733	306584	29828
2734	306679	29714
2735	306792	29602
2736	306890	29489
2737	306975	29374
2738	307066	29260
2739	307183	29148
2740	307302	29037
2741	307417	28925
2742	307517	28812
2743	307630	28700
2744	307752	28588
2745	307849	28475
2746	307973	28364
2747	308062	28250
2748	308197	28140
2749	308293	28026
2750	308406	27914
2751	308503	27801
2752	308596	27687
2753	308683	27573
2754	308780	27459
2755	308881	27346
2756	308979	27233
2757	309082	27120
2758	309202	27009
2759	309313	26896
2760	309415	26783
2761	309527	26671
2762	309662	26561
2763	309754	26447
2764	309872	26336
2765	309980	26223
2766	310080	26110
2767	310186	25998
2768	310303	25886
2769	310391	25772
2770	310508	25660
2771	310625	25549
2772	310719	25435
2773	310817	25322
2774	310934	25210
2775	311029	25097
2776	311134	24984
2777	311214	24870
2778	311308	24756
2779	311396	24642
2780	311530	24532
2781	311637	24420
2782	311754	24308
2783	311852	24195
2784	311952	24082
2785	312058	23970
2786	312173	23858
2787	312295	23747
2788	312426	23636
2789	312557	23525
2790	312647	23412
2791	312746	23299
2792	312875	23188
2793	312985	23076
2794	313096	22964
2795	313204	22851
2796	313305	22738
2797	313404	22626
2798	313505	22513
2799	313602	22400
2800	313734	22289
2801	313868	22179
2802	313995	22068
2803	314144	21958
2804	314247	21846
2805	314349	21733
2806	314493	21623
2807	314600	21511
2808	314709	21398
2809	314813	21286
2810	314915	21173
2811	315024	21061
2812	315132	20949
2813	315228	20835
2814	315332	20723
2815	315422	20610
2816	315541	20498
2817	315660	20386
2818	315800	20276
2819	315910	20164
2820	316030	20052
2821	316131	19940
2822	316233	19827
2823	316352	19716
2824	316464	19603
2825	316577	19492
2826	316682	19379
2827	316804	19268
2828	316897	19155
2829	317002	19042
2830	317108	18930
2831	317209	18817
2832	317331	18706
2833	317433	18593
2834	317519	18479
2835	317615	18367
2836	317733	18255
2837	317824	18142
2838	317938	18030
2839	318031	17917
2840	318136	17804
2841	318242	17692
2842	318368	17581
2843	318492	17470
2844	318625	17359
2845	318740	17247
2846	318867	17136
2847	318960	17023
2848	319091	16912
2849	319208	16800
2850	319331	16689
2851	319426	16576
2852	319519	16463
2853	319629	16351
2854	319739	16238
2855	319835	16126
2856	319927	16013
2857	320032	15900
2858	320137	15788
2859	320234	15675
2860	320342	15563
2861	320450	15451
2862	320572	15339
2863	320718	15229
2864	320824	15117
2865	320920	15004
2866	321028	14892
2867	321130	14780
2868	321256	14668
2869	321368	14556
2870	321467	14444
2871	321592	14332
2872	321689	14220
2873	321803	14108
2874	321908	13996
2875	321994	13882
2876	322080	13769
2877	322177	13657
2878	322275	13544
2879	322388	13432
2880	322490	13320
2881	322603	13208
2882	322734	13097
2883	322853	12985
2884	322950	12873
2885	323038	12760
2886	323146	12648
2887	323255	12536
2888	323371	12424
2889	323477	12312
2890	323559	12199
2891	323664	12087
2892	323759	11974
2893	323842	11861
2894	323954	11749
2895	324086	11638
2896	324178	11525
2897	324298	11414
2898	324386	11301
2899	324522	11190
2900	324603	11077
2901	324704	10965
2902	324799	10852
2903	324887	10740
2904	324985	10627
2905	325075	10515
2906	325221	10404
2907	325320	10292
2908	325422	10179
2909	325538	10068
2910	325627	9955
2911	325728	9843
2912	325820	9731
2913	325915	9618
2914	326021	9506
2915	326112	9394
2916	326213	9282
2917	326318	9170
2918	326444	9058
2919	326534	8946
2920	326652	8834
2921	326744	8722
2922	326875	8610
2923	326976	8498
2924	327093	8387
2925	327207	8275
2926	327330	8163
2927	327430	8051
2928	327530	7939
2929	327632	7827
2930	327739	7715
2931	327860	7603
2932	327958	7491
2933	328097	7380
2934	328216	7268
2935	328316	7156
2936	328405	7044
2937	328508	6932
2938	328604	6820
2939	328757	6709
2940	328875	6597
2941	328986	6485
2942	329074	6373
2943	329171	6261
2944	329278	6149
2945	329382	6037
2946	329501	5925
2947	329611	5814
2948	329758	5702
2949	329886	5591
2950	329999	5479
2951	330118	5367
2952	330230	5255
2953	330359	5144
2954	330468	5032
2955	330562	4920
2956	330678	4808
2957	330794	4696
2958	330901	4584
2959	330991	4472
2960	331112	4361
2961	331249	4249
2962	331363	4137
2963	331472	4025
2964	331563	3913
2965	331655	3801
2966	331763	3689
2967	331892	3578
2968	331974	3466
2969	332070	3354
2970	332173	3242
2971	332264	3130
2972	332374	3018
2973	332491	2906
2974	332609	2795
2975	332720	2683
2976	332820	2571
2977	332931	2459
2978	333029	2347
2979	333125	2235
2980	333216	2123
2981	333300	2011
2982	333406	1900
2983	333508	1788
2984	333607	1676
2985	333720	1564
2986	333814	1452
2987	333914	1341
2988	334006	1229
2989	334095	1117
2990	334184	1005
2991	334313	893
2992	334420	782
2993	334503	670
2994	334593	558
2995	334695	446
2996	334810	335
2997	334902	223
2998	335005	111
2999	335099	0
